areaCode,areaName,areaType,date,newAdmissions,newCasesByPublishDate,newDeaths28DaysByDeathDate
N92000002,Northern Ireland,nation,5/7/21,3,65,0
N92000002,Northern Ireland,nation,5/6/21,1,102,1
N92000002,Northern Ireland,nation,5/5/21,5,99,0
N92000002,Northern Ireland,nation,5/4/21,3,83,0
N92000002,Northern Ireland,nation,5/3/21,6,64,0
N92000002,Northern Ireland,nation,5/2/21,0,69,0
N92000002,Northern Ireland,nation,5/1/21,5,90,1
N92000002,Northern Ireland,nation,4/30/21,7,108,0
N92000002,Northern Ireland,nation,4/29/21,3,95,1
N92000002,Northern Ireland,nation,4/28/21,4,98,0
N92000002,Northern Ireland,nation,4/27/21,9,109,1
N92000002,Northern Ireland,nation,4/26/21,4,73,1
N92000002,Northern Ireland,nation,4/25/21,5,73,0
N92000002,Northern Ireland,nation,4/24/21,6,80,1
N92000002,Northern Ireland,nation,4/23/21,9,88,0
N92000002,Northern Ireland,nation,4/22/21,4,120,2
N92000002,Northern Ireland,nation,4/21/21,10,116,3
N92000002,Northern Ireland,nation,4/20/21,4,124,0
N92000002,Northern Ireland,nation,4/19/21,5,79,1
N92000002,Northern Ireland,nation,4/18/21,2,82,0
N92000002,Northern Ireland,nation,4/17/21,3,99,1
N92000002,Northern Ireland,nation,4/16/21,6,119,1
N92000002,Northern Ireland,nation,4/15/21,4,159,1
N92000002,Northern Ireland,nation,4/14/21,5,97,2
N92000002,Northern Ireland,nation,4/13/21,6,112,1
N92000002,Northern Ireland,nation,4/12/21,3,97,0
N92000002,Northern Ireland,nation,4/11/21,2,89,1
N92000002,Northern Ireland,nation,4/10/21,9,146,1
N92000002,Northern Ireland,nation,4/9/21,2,113,2
N92000002,Northern Ireland,nation,4/8/21,4,98,1
N92000002,Northern Ireland,nation,4/7/21,6,88,2
N92000002,Northern Ireland,nation,4/6/21,5,57,1
N92000002,Northern Ireland,nation,4/5/21,2,89,2
N92000002,Northern Ireland,nation,4/4/21,5,0,1
N92000002,Northern Ireland,nation,4/3/21,5,84,1
N92000002,Northern Ireland,nation,4/2/21,9,107,2
N92000002,Northern Ireland,nation,4/1/21,10,107,0
N92000002,Northern Ireland,nation,3/31/21,6,123,0
N92000002,Northern Ireland,nation,3/30/21,3,151,3
N92000002,Northern Ireland,nation,3/29/21,12,65,2
N92000002,Northern Ireland,nation,3/28/21,8,116,1
N92000002,Northern Ireland,nation,3/27/21,7,138,1
N92000002,Northern Ireland,nation,3/26/21,12,181,1
N92000002,Northern Ireland,nation,3/25/21,4,183,0
N92000002,Northern Ireland,nation,3/24/21,10,139,0
N92000002,Northern Ireland,nation,3/23/21,8,174,0
N92000002,Northern Ireland,nation,3/22/21,5,87,2
N92000002,Northern Ireland,nation,3/21/21,7,125,3
N92000002,Northern Ireland,nation,3/20/21,7,159,0
N92000002,Northern Ireland,nation,3/19/21,18,137,1
N92000002,Northern Ireland,nation,3/18/21,9,169,2
N92000002,Northern Ireland,nation,3/17/21,12,161,1
N92000002,Northern Ireland,nation,3/16/21,13,164,0
N92000002,Northern Ireland,nation,3/15/21,9,121,2
N92000002,Northern Ireland,nation,3/14/21,6,143,0
N92000002,Northern Ireland,nation,3/13/21,13,146,0
N92000002,Northern Ireland,nation,3/12/21,17,208,1
N92000002,Northern Ireland,nation,3/11/21,20,223,4
N92000002,Northern Ireland,nation,3/10/21,9,147,7
N92000002,Northern Ireland,nation,3/9/21,11,240,6
N92000002,Northern Ireland,nation,3/8/21,16,144,1
N92000002,Northern Ireland,nation,3/7/21,12,138,2
N92000002,Northern Ireland,nation,3/6/21,13,172,6
N92000002,Northern Ireland,nation,3/5/21,13,166,1
N92000002,Northern Ireland,nation,3/4/21,14,163,2
N92000002,Northern Ireland,nation,3/3/21,14,226,4
N92000002,Northern Ireland,nation,3/2/21,15,149,2
N92000002,Northern Ireland,nation,3/1/21,23,138,2
N92000002,Northern Ireland,nation,2/28/21,8,136,2
N92000002,Northern Ireland,nation,2/27/21,13,184,2
N92000002,Northern Ireland,nation,2/26/21,18,241,3
N92000002,Northern Ireland,nation,2/25/21,19,281,4
N92000002,Northern Ireland,nation,2/24/21,21,260,4
N92000002,Northern Ireland,nation,2/23/21,26,225,2
N92000002,Northern Ireland,nation,2/22/21,23,187,5
N92000002,Northern Ireland,nation,2/21/21,14,263,5
N92000002,Northern Ireland,nation,2/20/21,22,276,5
N92000002,Northern Ireland,nation,2/19/21,25,313,2
N92000002,Northern Ireland,nation,2/18/21,34,342,6
N92000002,Northern Ireland,nation,2/17/21,19,297,5
N92000002,Northern Ireland,nation,2/16/21,23,341,12
N92000002,Northern Ireland,nation,2/15/21,31,234,5
N92000002,Northern Ireland,nation,2/14/21,17,176,5
N92000002,Northern Ireland,nation,2/13/21,18,303,8
N92000002,Northern Ireland,nation,2/12/21,22,407,9
N92000002,Northern Ireland,nation,2/11/21,39,253,12
N92000002,Northern Ireland,nation,2/10/21,25,336,8
N92000002,Northern Ireland,nation,2/9/21,40,275,3
N92000002,Northern Ireland,nation,2/8/21,34,296,9
N92000002,Northern Ireland,nation,2/7/21,24,334,8
N92000002,Northern Ireland,nation,2/6/21,35,390,13
N92000002,Northern Ireland,nation,2/5/21,42,506,9
N92000002,Northern Ireland,nation,2/4/21,31,412,14
N92000002,Northern Ireland,nation,2/3/21,45,504,5
N92000002,Northern Ireland,nation,2/2/21,50,447,13
N92000002,Northern Ireland,nation,2/1/21,52,314,15
N92000002,Northern Ireland,nation,1/31/21,40,426,12
N92000002,Northern Ireland,nation,1/30/21,57,455,14
N92000002,Northern Ireland,nation,1/29/21,59,669,23
N92000002,Northern Ireland,nation,1/28/21,54,592,16
N92000002,Northern Ireland,nation,1/27/21,50,527,20
N92000002,Northern Ireland,nation,1/26/21,72,550,12
N92000002,Northern Ireland,nation,1/25/21,61,422,15
N92000002,Northern Ireland,nation,1/24/21,59,433,13
N92000002,Northern Ireland,nation,1/23/21,55,670,20
N92000002,Northern Ireland,nation,1/22/21,75,865,13
N92000002,Northern Ireland,nation,1/21/21,89,732,11
N92000002,Northern Ireland,nation,1/20/21,78,905,19
N92000002,Northern Ireland,nation,1/19/21,70,713,19
N92000002,Northern Ireland,nation,1/18/21,77,640,21
N92000002,Northern Ireland,nation,1/17/21,73,822,29
N92000002,Northern Ireland,nation,1/16/21,92,705,20
N92000002,Northern Ireland,nation,1/15/21,83,1052,24
N92000002,Northern Ireland,nation,1/14/21,100,973,26
N92000002,Northern Ireland,nation,1/13/21,75,1145,19
N92000002,Northern Ireland,nation,1/12/21,91,1205,19
N92000002,Northern Ireland,nation,1/11/21,90,759,23
N92000002,Northern Ireland,nation,1/10/21,103,1112,16
N92000002,Northern Ireland,nation,1/9/21,88,1442,20
N92000002,Northern Ireland,nation,1/8/21,110,1500,10
N92000002,Northern Ireland,nation,1/7/21,83,1410,21
N92000002,Northern Ireland,nation,1/6/21,80,1985,11
N92000002,Northern Ireland,nation,1/5/21,80,1378,7
N92000002,Northern Ireland,nation,1/4/21,76,1801,13
N92000002,Northern Ireland,nation,1/3/21,75,1662,12
N92000002,Northern Ireland,nation,1/2/21,58,3576,14
N92000002,Northern Ireland,nation,1/1/21,70,0,13
N92000002,Northern Ireland,nation,12/31/20,72,1929,10
N92000002,Northern Ireland,nation,12/30/20,77,2143,13
N92000002,Northern Ireland,nation,12/29/20,74,1566,11
N92000002,Northern Ireland,nation,12/28/20,59,1634,8
N92000002,Northern Ireland,nation,12/27/20,60,0,14
N92000002,Northern Ireland,nation,12/26/20,50,998,10
N92000002,Northern Ireland,nation,12/25/20,45,0,7
N92000002,Northern Ireland,nation,12/24/20,46,841,15
N92000002,Northern Ireland,nation,12/23/20,51,787,15
N92000002,Northern Ireland,nation,12/22/20,50,439,10
N92000002,Northern Ireland,nation,12/21/20,57,555,17
N92000002,Northern Ireland,nation,12/20/20,34,505,12
N92000002,Northern Ireland,nation,12/19/20,32,640,15
N92000002,Northern Ireland,nation,12/18/20,42,510,10
N92000002,Northern Ireland,nation,12/17/20,45,656,14
N92000002,Northern Ireland,nation,12/16/20,43,510,13
N92000002,Northern Ireland,nation,12/15/20,56,486,6
N92000002,Northern Ireland,nation,12/14/20,50,419,6
N92000002,Northern Ireland,nation,12/13/20,39,483,5
N92000002,Northern Ireland,nation,12/12/20,41,476,7
N92000002,Northern Ireland,nation,12/11/20,30,538,9
N92000002,Northern Ireland,nation,12/10/20,31,441,13
N92000002,Northern Ireland,nation,12/9/20,34,483,9
N92000002,Northern Ireland,nation,12/8/20,53,351,7
N92000002,Northern Ireland,nation,12/7/20,42,397,17
N92000002,Northern Ireland,nation,12/6/20,32,419,11
N92000002,Northern Ireland,nation,12/5/20,33,451,12
N92000002,Northern Ireland,nation,12/4/20,40,449,7
N92000002,Northern Ireland,nation,12/3/20,40,456,6
N92000002,Northern Ireland,nation,12/2/20,38,416,8
N92000002,Northern Ireland,nation,12/1/20,36,391,7
N92000002,Northern Ireland,nation,11/30/20,40,290,12
N92000002,Northern Ireland,nation,11/29/20,32,351,8
N92000002,Northern Ireland,nation,11/28/20,27,315,11
N92000002,Northern Ireland,nation,11/27/20,47,391,11
N92000002,Northern Ireland,nation,11/26/20,31,442,8
N92000002,Northern Ireland,nation,11/25/20,43,533,10
N92000002,Northern Ireland,nation,11/24/20,39,79,7
N92000002,Northern Ireland,nation,11/23/20,26,280,8
N92000002,Northern Ireland,nation,11/22/20,29,342,6
N92000002,Northern Ireland,nation,11/21/20,35,357,8
N92000002,Northern Ireland,nation,11/20/20,50,369,13
N92000002,Northern Ireland,nation,11/19/20,39,487,13
N92000002,Northern Ireland,nation,11/18/20,39,518,10
N92000002,Northern Ireland,nation,11/17/20,45,549,11
N92000002,Northern Ireland,nation,11/16/20,45,331,9
N92000002,Northern Ireland,nation,11/15/20,44,472,13
N92000002,Northern Ireland,nation,11/14/20,39,511,13
N92000002,Northern Ireland,nation,11/13/20,35,607,11
N92000002,Northern Ireland,nation,11/12/20,38,548,10
N92000002,Northern Ireland,nation,11/11/20,51,791,13
N92000002,Northern Ireland,nation,11/10/20,53,514,8
N92000002,Northern Ireland,nation,11/9/20,50,471,10
N92000002,Northern Ireland,nation,11/8/20,48,420,10
N92000002,Northern Ireland,nation,11/7/20,41,528,7
N92000002,Northern Ireland,nation,11/6/20,55,595,15
N92000002,Northern Ireland,nation,11/5/20,42,516,7
N92000002,Northern Ireland,nation,11/4/20,53,679,10
N92000002,Northern Ireland,nation,11/3/20,59,570,12
N92000002,Northern Ireland,nation,11/2/20,55,493,5
N92000002,Northern Ireland,nation,11/1/20,37,685,10
N92000002,Northern Ireland,nation,10/31/20,37,649,7
N92000002,Northern Ireland,nation,10/30/20,48,566,9
N92000002,Northern Ireland,nation,10/29/20,58,822,14
N92000002,Northern Ireland,nation,10/28/20,41,840,9
N92000002,Northern Ireland,nation,10/27/20,58,722,10
N92000002,Northern Ireland,nation,10/26/20,47,727,11
N92000002,Northern Ireland,nation,10/25/20,47,896,6
N92000002,Northern Ireland,nation,10/24/20,55,923,8
N92000002,Northern Ireland,nation,10/23/20,48,1252,6
N92000002,Northern Ireland,nation,10/22/20,54,1042,4
N92000002,Northern Ireland,nation,10/21/20,43,1039,6
N92000002,Northern Ireland,nation,10/20/20,54,913,3
N92000002,Northern Ireland,nation,10/19/20,47,820,4
N92000002,Northern Ireland,nation,10/18/20,45,1012,7
N92000002,Northern Ireland,nation,10/17/20,47,1031,3
N92000002,Northern Ireland,nation,10/16/20,48,1299,2
N92000002,Northern Ireland,nation,10/15/20,46,763,4
N92000002,Northern Ireland,nation,10/14/20,37,1217,2
N92000002,Northern Ireland,nation,10/13/20,44,863,4
N92000002,Northern Ireland,nation,10/12/20,32,877,5
N92000002,Northern Ireland,nation,10/11/20,37,1066,6
N92000002,Northern Ireland,nation,10/10/20,31,902,0
N92000002,Northern Ireland,nation,10/9/20,23,1080,0
N92000002,Northern Ireland,nation,10/8/20,30,923,0
N92000002,Northern Ireland,nation,10/7/20,30,828,1
N92000002,Northern Ireland,nation,10/6/20,27,669,1
N92000002,Northern Ireland,nation,10/5/20,26,616,1
N92000002,Northern Ireland,nation,10/4/20,17,462,0
N92000002,Northern Ireland,nation,10/3/20,22,726,1
N92000002,Northern Ireland,nation,10/2/20,10,934,2
N92000002,Northern Ireland,nation,10/1/20,18,259,1
N92000002,Northern Ireland,nation,9/30/20,16,424,1
N92000002,Northern Ireland,nation,9/29/20,9,320,0
N92000002,Northern Ireland,nation,9/28/20,21,220,1
N92000002,Northern Ireland,nation,9/27/20,12,187,0
N92000002,Northern Ireland,nation,9/26/20,11,319,0
N92000002,Northern Ireland,nation,9/25/20,6,273,1
N92000002,Northern Ireland,nation,9/24/20,8,189,0
N92000002,Northern Ireland,nation,9/23/20,13,220,0
N92000002,Northern Ireland,nation,9/22/20,8,75,0
N92000002,Northern Ireland,nation,9/21/20,11,125,0
N92000002,Northern Ireland,nation,9/20/20,6,176,0
N92000002,Northern Ireland,nation,9/19/20,4,222,2
N92000002,Northern Ireland,nation,9/18/20,3,163,1
N92000002,Northern Ireland,nation,9/17/20,4,149,0
N92000002,Northern Ireland,nation,9/16/20,3,129,2
N92000002,Northern Ireland,nation,9/15/20,4,79,1
N92000002,Northern Ireland,nation,9/14/20,8,109,1
N92000002,Northern Ireland,nation,9/13/20,6,87,0
N92000002,Northern Ireland,nation,9/12/20,4,104,0
N92000002,Northern Ireland,nation,9/11/20,7,88,2
N92000002,Northern Ireland,nation,9/10/20,7,78,1
N92000002,Northern Ireland,nation,9/9/20,3,49,0
N92000002,Northern Ireland,nation,9/8/20,9,40,0
N92000002,Northern Ireland,nation,9/7/20,1,141,2
N92000002,Northern Ireland,nation,9/6/20,4,106,0
N92000002,Northern Ireland,nation,9/5/20,1,118,1
N92000002,Northern Ireland,nation,9/4/20,2,61,0
N92000002,Northern Ireland,nation,9/3/20,3,77,2
N92000002,Northern Ireland,nation,9/2/20,0,71,0
N92000002,Northern Ireland,nation,9/1/20,4,49,1
N92000002,Northern Ireland,nation,8/31/20,5,58,0
N92000002,Northern Ireland,nation,8/30/20,3,49,0
N92000002,Northern Ireland,nation,8/29/20,2,89,0
N92000002,Northern Ireland,nation,8/28/20,5,85,1
N92000002,Northern Ireland,nation,8/27/20,4,69,0
N92000002,Northern Ireland,nation,8/26/20,0,72,0
N92000002,Northern Ireland,nation,8/25/20,2,47,1
N92000002,Northern Ireland,nation,8/24/20,6,10,0
N92000002,Northern Ireland,nation,8/23/20,3,119,0
N92000002,Northern Ireland,nation,8/22/20,3,71,0
N92000002,Northern Ireland,nation,8/21/20,2,20,0
N92000002,Northern Ireland,nation,8/20/20,6,51,0
N92000002,Northern Ireland,nation,8/19/20,6,34,0
N92000002,Northern Ireland,nation,8/18/20,6,41,0
N92000002,Northern Ireland,nation,8/17/20,6,39,0
N92000002,Northern Ireland,nation,8/16/20,2,27,0
N92000002,Northern Ireland,nation,8/15/20,2,65,1
N92000002,Northern Ireland,nation,8/14/20,2,74,0
N92000002,Northern Ireland,nation,8/13/20,4,8,1
N92000002,Northern Ireland,nation,8/12/20,3,29,0
N92000002,Northern Ireland,nation,8/11/20,2,48,0
N92000002,Northern Ireland,nation,8/10/20,0,0,0
N92000002,Northern Ireland,nation,8/9/20,2,0,0
N92000002,Northern Ireland,nation,8/8/20,5,0,1
N92000002,Northern Ireland,nation,8/7/20,0,15,0
N92000002,Northern Ireland,nation,8/6/20,3,43,0
N92000002,Northern Ireland,nation,8/5/20,1,10,0
N92000002,Northern Ireland,nation,8/4/20,1,8,0
N92000002,Northern Ireland,nation,8/3/20,3,0,0
N92000002,Northern Ireland,nation,8/2/20,1,0,0
N92000002,Northern Ireland,nation,8/1/20,3,0,0
N92000002,Northern Ireland,nation,7/31/20,2,10,0
N92000002,Northern Ireland,nation,7/30/20,1,8,0
N92000002,Northern Ireland,nation,7/29/20,2,9,0
N92000002,Northern Ireland,nation,7/28/20,1,9,0
N92000002,Northern Ireland,nation,7/27/20,2,0,0
N92000002,Northern Ireland,nation,7/26/20,0,0,0
N92000002,Northern Ireland,nation,7/25/20,2,0,0
N92000002,Northern Ireland,nation,7/24/20,3,15,0
N92000002,Northern Ireland,nation,7/23/20,0,8,0
N92000002,Northern Ireland,nation,7/22/20,2,9,0
N92000002,Northern Ireland,nation,7/21/20,0,2,0
N92000002,Northern Ireland,nation,7/20/20,1,0,0
N92000002,Northern Ireland,nation,7/19/20,1,0,0
N92000002,Northern Ireland,nation,7/18/20,2,0,0
N92000002,Northern Ireland,nation,7/17/20,0,19,0
N92000002,Northern Ireland,nation,7/16/20,2,16,0
N92000002,Northern Ireland,nation,7/15/20,1,9,0
N92000002,Northern Ireland,nation,7/14/20,0,2,0
N92000002,Northern Ireland,nation,7/13/20,1,0,0
N92000002,Northern Ireland,nation,7/12/20,0,0,1
N92000002,Northern Ireland,nation,7/11/20,1,0,0
N92000002,Northern Ireland,nation,7/10/20,0,4,0
N92000002,Northern Ireland,nation,7/9/20,3,3,1
N92000002,Northern Ireland,nation,7/8/20,3,4,0
N92000002,Northern Ireland,nation,7/7/20,1,5,0
N92000002,Northern Ireland,nation,7/6/20,1,0,0
N92000002,Northern Ireland,nation,7/5/20,0,0,0
N92000002,Northern Ireland,nation,7/4/20,3,0,0
N92000002,Northern Ireland,nation,7/3/20,1,4,2
N92000002,Northern Ireland,nation,7/2/20,2,7,0
N92000002,Northern Ireland,nation,7/1/20,0,1,1
N92000002,Northern Ireland,nation,6/30/20,2,3,0
N92000002,Northern Ireland,nation,6/29/20,0,6,1
N92000002,Northern Ireland,nation,6/28/20,3,1,0
N92000002,Northern Ireland,nation,6/27/20,0,2,0
N92000002,Northern Ireland,nation,6/26/20,2,4,2
N92000002,Northern Ireland,nation,6/25/20,2,1,1
N92000002,Northern Ireland,nation,6/24/20,1,2,0
N92000002,Northern Ireland,nation,6/23/20,3,0,1
N92000002,Northern Ireland,nation,6/22/20,2,1,1
N92000002,Northern Ireland,nation,6/21/20,4,4,0
N92000002,Northern Ireland,nation,6/20/20,4,0,0
N92000002,Northern Ireland,nation,6/19/20,1,3,1
N92000002,Northern Ireland,nation,6/18/20,1,1,1
N92000002,Northern Ireland,nation,6/17/20,1,8,1
N92000002,Northern Ireland,nation,6/16/20,1,2,1
N92000002,Northern Ireland,nation,6/15/20,0,4,0
N92000002,Northern Ireland,nation,6/14/20,0,7,0
N92000002,Northern Ireland,nation,6/13/20,2,3,1
N92000002,Northern Ireland,nation,6/12/20,2,16,1
N92000002,Northern Ireland,nation,6/11/20,5,4,2
N92000002,Northern Ireland,nation,6/10/20,5,13,0
N92000002,Northern Ireland,nation,6/9/20,5,3,0
N92000002,Northern Ireland,nation,6/8/20,2,6,0
N92000002,Northern Ireland,nation,6/7/20,1,6,0
N92000002,Northern Ireland,nation,6/6/20,3,14,0
N92000002,Northern Ireland,nation,6/5/20,3,3,1
N92000002,Northern Ireland,nation,6/4/20,3,33,0
N92000002,Northern Ireland,nation,6/3/20,3,8,2
N92000002,Northern Ireland,nation,6/2/20,4,4,2
N92000002,Northern Ireland,nation,6/1/20,3,12,1
N92000002,Northern Ireland,nation,5/31/20,4,7,1
N92000002,Northern Ireland,nation,5/30/20,5,13,2
N92000002,Northern Ireland,nation,5/29/20,6,17,1
N92000002,Northern Ireland,nation,5/28/20,6,16,3
N92000002,Northern Ireland,nation,5/27/20,6,26,4
N92000002,Northern Ireland,nation,5/26/20,10,28,1
N92000002,Northern Ireland,nation,5/25/20,9,39,1
N92000002,Northern Ireland,nation,5/24/20,4,25,7
N92000002,Northern Ireland,nation,5/23/20,4,41,2
N92000002,Northern Ireland,nation,5/22/20,5,23,1
N92000002,Northern Ireland,nation,5/21/20,8,42,4
N92000002,Northern Ireland,nation,5/20/20,5,18,5
N92000002,Northern Ireland,nation,5/19/20,10,20,5
N92000002,Northern Ireland,nation,5/18/20,11,16,7
N92000002,Northern Ireland,nation,5/17/20,12,28,7
N92000002,Northern Ireland,nation,5/16/20,7,40,4
N92000002,Northern Ireland,nation,5/15/20,11,26,3
N92000002,Northern Ireland,nation,5/14/20,13,38,10
N92000002,Northern Ireland,nation,5/13/20,16,60,3
N92000002,Northern Ireland,nation,5/12/20,10,44,4
N92000002,Northern Ireland,nation,5/11/20,22,30,2
N92000002,Northern Ireland,nation,5/10/20,18,41,10
N92000002,Northern Ireland,nation,5/9/20,19,56,7
N92000002,Northern Ireland,nation,5/8/20,7,38,6
N92000002,Northern Ireland,nation,5/7/20,12,50,3
N92000002,Northern Ireland,nation,5/6/20,17,53,3
N92000002,Northern Ireland,nation,5/5/20,11,45,6
N92000002,Northern Ireland,nation,5/4/20,13,69,9
N92000002,Northern Ireland,nation,5/3/20,10,78,11
N92000002,Northern Ireland,nation,5/2/20,12,66,12
N92000002,Northern Ireland,nation,5/1/20,19,87,12
N92000002,Northern Ireland,nation,4/30/20,27,73,8
N92000002,Northern Ireland,nation,4/29/20,17,55,14
N92000002,Northern Ireland,nation,4/28/20,11,34,6
N92000002,Northern Ireland,nation,4/27/20,23,66,13
N92000002,Northern Ireland,nation,4/26/20,11,82,14
N92000002,Northern Ireland,nation,4/25/20,19,104,15
N92000002,Northern Ireland,nation,4/24/20,22,106,11
N92000002,Northern Ireland,nation,4/23/20,23,142,16
N92000002,Northern Ireland,nation,4/22/20,27,116,19
N92000002,Northern Ireland,nation,4/21/20,31,30,13
N92000002,Northern Ireland,nation,4/20/20,33,83,12
N92000002,Northern Ireland,nation,4/19/20,22,159,10
N92000002,Northern Ireland,nation,4/18/20,15,148,10
N92000002,Northern Ireland,nation,4/17/20,32,137,9
N92000002,Northern Ireland,nation,4/16/20,33,113,11
N92000002,Northern Ireland,nation,4/15/20,23,121,16
N92000002,Northern Ireland,nation,4/14/20,22,85,12
N92000002,Northern Ireland,nation,4/13/20,17,76,7
N92000002,Northern Ireland,nation,4/12/20,22,89,16
N92000002,Northern Ireland,nation,4/11/20,22,128,11
N92000002,Northern Ireland,nation,4/10/20,20,112,11
N92000002,Northern Ireland,nation,4/9/20,33,138,18
N92000002,Northern Ireland,nation,4/8/20,32,84,4
N92000002,Northern Ireland,nation,4/7/20,39,97,8
N92000002,Northern Ireland,nation,4/6/20,42,69,6
N92000002,Northern Ireland,nation,4/5/20,29,91,11
N92000002,Northern Ireland,nation,4/4/20,41,94,9
N92000002,Northern Ireland,nation,4/3/20,44,130,10
N92000002,Northern Ireland,nation,4/2/20,44,85,10
N92000002,Northern Ireland,nation,4/1/20,45,103,4
N92000002,Northern Ireland,nation,3/31/20,43,53,5
N92000002,Northern Ireland,nation,3/30/20,35,123,4
N92000002,Northern Ireland,nation,3/29/20,34,86,4
N92000002,Northern Ireland,nation,3/28/20,37,49,8
N92000002,Northern Ireland,nation,3/27/20,30,34,3
N92000002,Northern Ireland,nation,3/26/20,28,32,2
N92000002,Northern Ireland,nation,3/25/20,29,37,4
N92000002,Northern Ireland,nation,3/24/20,15,24,2
N92000002,Northern Ireland,nation,3/23/20,18,20,5
N92000002,Northern Ireland,nation,3/22/20,10,20,1
N92000002,Northern Ireland,nation,3/21/20,15,22,1
N92000002,Northern Ireland,nation,3/20/20,12,9,0
N92000002,Northern Ireland,nation,3/19/20,5,9,1
N92000002,Northern Ireland,nation,3/18/20,8,6,1
N92000002,Northern Ireland,nation,3/17/20,5,10,
N92000002,Northern Ireland,nation,3/16/20,4,7,
N92000002,Northern Ireland,nation,3/15/20,1,11,
N92000002,Northern Ireland,nation,3/14/20,2,5,
N92000002,Northern Ireland,nation,3/13/20,2,10,
N92000002,Northern Ireland,nation,3/12/20,3,1,
N92000002,Northern Ireland,nation,3/11/20,4,2,
N92000002,Northern Ireland,nation,3/10/20,4,0,
N92000002,Northern Ireland,nation,3/9/20,1,3,
N92000002,Northern Ireland,nation,3/8/20,0,5,
N92000002,Northern Ireland,nation,3/7/20,0,2,
N92000002,Northern Ireland,nation,3/6/20,3,2,
N92000002,Northern Ireland,nation,3/5/20,1,,
N92000002,Northern Ireland,nation,3/4/20,0,,
N92000002,Northern Ireland,nation,3/3/20,0,,
N92000002,Northern Ireland,nation,3/2/20,1,,
S92000003,Scotland,nation,4/4/22,,17182,
S92000003,Scotland,nation,4/3/22,,0,0
S92000003,Scotland,nation,4/2/22,,0,0
S92000003,Scotland,nation,4/1/22,,6935,1
S92000003,Scotland,nation,3/31/22,,9064,5
S92000003,Scotland,nation,3/30/22,,9610,10
S92000003,Scotland,nation,3/29/22,198,9311,18
S92000003,Scotland,nation,3/28/22,169,25495,25
S92000003,Scotland,nation,3/27/22,122,0,20
S92000003,Scotland,nation,3/26/22,151,0,19
S92000003,Scotland,nation,3/25/22,205,10100,25
S92000003,Scotland,nation,3/24/22,204,13564,28
S92000003,Scotland,nation,3/23/22,239,12421,30
S92000003,Scotland,nation,3/22/22,219,11912,29
S92000003,Scotland,nation,3/21/22,222,29678,27
S92000003,Scotland,nation,3/20/22,173,0,31
S92000003,Scotland,nation,3/19/22,161,0,37
S92000003,Scotland,nation,3/18/22,245,18124,32
S92000003,Scotland,nation,3/17/22,247,9721,21
S92000003,Scotland,nation,3/16/22,227,10710,25
S92000003,Scotland,nation,3/15/22,254,38770,16
S92000003,Scotland,nation,3/14/22,246,0,15
S92000003,Scotland,nation,3/13/22,174,0,20
S92000003,Scotland,nation,3/12/22,189,0,15
S92000003,Scotland,nation,3/11/22,227,13220,16
S92000003,Scotland,nation,3/10/22,203,14387,22
S92000003,Scotland,nation,3/9/22,224,11957,13
S92000003,Scotland,nation,3/8/22,228,11685,14
S92000003,Scotland,nation,3/7/22,183,24488,24
S92000003,Scotland,nation,3/6/22,139,0,19
S92000003,Scotland,nation,3/5/22,133,0,12
S92000003,Scotland,nation,3/4/22,223,9551,17
S92000003,Scotland,nation,3/3/22,162,9491,14
S92000003,Scotland,nation,3/2/22,182,8725,24
S92000003,Scotland,nation,3/1/22,193,7497,19
S92000003,Scotland,nation,2/28/22,190,16349,14
S92000003,Scotland,nation,2/27/22,112,0,20
S92000003,Scotland,nation,2/26/22,131,0,13
S92000003,Scotland,nation,2/25/22,197,5484,11
S92000003,Scotland,nation,2/24/22,159,7195,17
S92000003,Scotland,nation,2/23/22,179,6756,20
S92000003,Scotland,nation,2/22/22,145,6427,15
S92000003,Scotland,nation,2/21/22,146,5307,17
S92000003,Scotland,nation,2/20/22,101,5474,11
S92000003,Scotland,nation,2/19/22,112,5316,8
S92000003,Scotland,nation,2/18/22,142,7056,15
S92000003,Scotland,nation,2/17/22,147,7144,12
S92000003,Scotland,nation,2/16/22,178,7449,10
S92000003,Scotland,nation,2/15/22,150,5805,13
S92000003,Scotland,nation,2/14/22,145,5118,13
S92000003,Scotland,nation,2/13/22,111,5301,10
S92000003,Scotland,nation,2/12/22,94,5601,11
S92000003,Scotland,nation,2/11/22,121,7341,6
S92000003,Scotland,nation,2/10/22,108,7275,12
S92000003,Scotland,nation,2/9/22,133,3796,10
S92000003,Scotland,nation,2/8/22,140,2664,11
S92000003,Scotland,nation,2/7/22,133,2535,9
S92000003,Scotland,nation,2/6/22,74,3242,10
S92000003,Scotland,nation,2/5/22,104,2915,16
S92000003,Scotland,nation,2/4/22,144,4429,6
S92000003,Scotland,nation,2/3/22,121,4355,17
S92000003,Scotland,nation,2/2/22,117,4509,11
S92000003,Scotland,nation,2/1/22,147,2848,22
S92000003,Scotland,nation,1/31/22,149,1961,14
S92000003,Scotland,nation,1/30/22,88,3539,15
S92000003,Scotland,nation,1/29/22,86,3342,16
S92000003,Scotland,nation,1/28/22,118,3956,22
S92000003,Scotland,nation,1/27/22,114,4333,21
S92000003,Scotland,nation,1/26/22,120,4615,14
S92000003,Scotland,nation,1/25/22,140,3024,19
S92000003,Scotland,nation,1/24/22,142,2956,18
